CRN,Campus Description,Course Title,Subject Course,Faculty Name,Course Description,Term,Begin Time,End Time,Days,Prerequisites
40592,"Arlington, VA",Programming Design Paradigm,CS5010,"Jung, Youna","Introduces modern program design paradigms. Starts with functional program design, introducing the notion of a design recipe. The latter consists of two parts: a task organization (ranging from the description of data to the creation of a test suite) and a data-oriented approach to the organization of programs (ranging from atomic data to self-referential data definitions and functions as data). The course then progresses to object-oriented design, explaining how it generalizes and contrasts with functional design. In addition to studying program design, students also have an opportunity to practice pair-programming and public code review techniques, as found in industry today.",Spring 2025,1300,1440,"Monday, Wednesday",[]
40627,"Seattle, WA",Programming Design Paradigm,CS5010,"Chaudhary, Divya","Introduces modern program design paradigms. Starts with functional program design, introducing the notion of a design recipe. The latter consists of two parts: a task organization (ranging from the description of data to the creation of a test suite) and a data-oriented approach to the organization of programs (ranging from atomic data to self-referential data definitions and functions as data). The course then progresses to object-oriented design, explaining how it generalizes and contrasts with functional design. In addition to studying program design, students also have an opportunity to practice pair-programming and public code review techniques, as found in industry today.",Spring 2025,1000,1320,Tuesday,[]
40720,"Vancouver, Canada",Recitation for CS 5010,CS5011,"Thomas, Jack",Provides small-group discussion format to cover material in CS 5010.,Spring 2025,1300,1500,Thursday,[]
37193,"Oakland, CA",Recitation for CS 5010,CS5011,"Guerra Gomez, John Alexis",Provides small-group discussion format to cover material in CS 5010.,Spring 2025,0845,1015,Friday,[]
40498,Online,Exploring AI Trends and Tools,CS5047,"Feinberg, Daniel","Explores key ideas in artificial intelligence while delving into trending developments in the field. Examines AI tools and frameworks to enable collaboration effectively and efficiently across technical and nontechnical stakeholders. Analyzes topics such as AI-enabled perception, representation, reasoning, and learning as contextualized by societal impact. Offers students an opportunity to obtain the knowledge and skills necessary to confidently navigate the ever-evolving landscape of AI.",Spring 2025,,,,[]
41170,Boston,Exploring AI Trends and Tools,CS5047,"Reilly, Joseph","Explores key ideas in artificial intelligence while delving into trending developments in the field. Examines AI tools and frameworks to enable collaboration effectively and efficiently across technical and nontechnical stakeholders. Analyzes topics such as AI-enabled perception, representation, reasoning, and learning as contextualized by societal impact. Offers students an opportunity to obtain the knowledge and skills necessary to confidently navigate the ever-evolving landscape of AI.",Spring 2025,1145,1325,"Wednesday, Friday",[]
40562,"Portland, Maine",Mixed Reality,CS5097,"Bockmon, Ryan","Seeks to provide a strong foundation in the fundamentals of virtual and augmented reality, broadly defined as mixed reality (XR), and hands-on experience developing XR applications. Offers students an opportunity to dive into this burgeoning area of research and practice in computer science. Given the complex nature of XR environments, this course synthesizes theoretical and practice knowledge from various disciplines, including computer graphics, 3D interfaces, human-computer interaction, tracking systems, and perceptual psychology (to name a few). XR technologies have recently witnessed a resurgence of interest.",Spring 2025,1300,1620,Tuesday,[]
35671,Boston,Foundations of Artificial Intelligence,CS5100,"Venkatesaramani, Rajagopal","Introduces the fundamental problems, theories, and algorithms of the artificial intelligence field. Topics include heuristic search and game trees, knowledge representation using predicate calculus, automated deduction and its applications, problem solving and planning, and introduction to machine learning. Required course work includes the creation of working programs that solve problems, reason logically, and/or improve their own performance using techniques presented in the course.",Spring 2025,0915,1020,"Monday, Wednesday, Thursday",[]
37144,Boston,Foundations of Artificial Intelligence,CS5100,"Venkatesaramani, Rajagopal","Introduces the fundamental problems, theories, and algorithms of the artificial intelligence field. Topics include heuristic search and game trees, knowledge representation using predicate calculus, automated deduction and its applications, problem solving and planning, and introduction to machine learning. Required course work includes the creation of working programs that solve problems, reason logically, and/or improve their own performance using techniques presented in the course.",Spring 2025,1030,1135,"Monday, Wednesday, Thursday",[]
37633,Boston,Foundations of Artificial Intelligence,CS5100,"Sloan, Rose","Introduces the fundamental problems, theories, and algorithms of the artificial intelligence field. Topics include heuristic search and game trees, knowledge representation using predicate calculus, automated deduction and its applications, problem solving and planning, and introduction to machine learning. Required course work includes the creation of working programs that solve problems, reason logically, and/or improve their own performance using techniques presented in the course.",Spring 2025,1450,1630,"Monday, Wednesday",[]
37828,Online,Foundations of Artificial Intelligence,CS5100,"Hoshino, Richard","Introduces the fundamental problems, theories, and algorithms of the artificial intelligence field. Topics include heuristic search and game trees, knowledge representation using predicate calculus, automated deduction and its applications, problem solving and planning, and introduction to machine learning. Required course work includes the creation of working programs that solve problems, reason logically, and/or improve their own performance using techniques presented in the course. Section information text: Section meets T 2pm-5:20pm ET/ 11am-2:20pm PT; Eligible for Vancouver campus/programs",Spring 2025,1400,1720,Tuesday,[]
40563,"Portland, Maine",Foundations of Artificial Intelligence,CS5100,"Talaei Khoei, Tala","Introduces the fundamental problems, theories, and algorithms of the artificial intelligence field. Topics include heuristic search and game trees, knowledge representation using predicate calculus, automated deduction and its applications, problem solving and planning, and introduction to machine learning. Required course work includes the creation of working programs that solve problems, reason logically, and/or improve their own performance using techniques presented in the course.",Spring 2025,0900,1220,Wednesday,[]
40564,"Portland, Maine",Foundations of Artificial Intelligence,CS5100,"Mwaura, Jonathan","Introduces the fundamental problems, theories, and algorithms of the artificial intelligence field. Topics include heuristic search and game trees, knowledge representation using predicate calculus, automated deduction and its applications, problem solving and planning, and introduction to machine learning. Required course work includes the creation of working programs that solve problems, reason logically, and/or improve their own performance using techniques presented in the course.",Spring 2025,1300,1620,Wednesday,[]
40594,"Arlington, VA",Foundations of Artificial Intelligence,CS5100,"Wang, Huihui","Introduces the fundamental problems, theories, and algorithms of the artificial intelligence field. Topics include heuristic search and game trees, knowledge representation using predicate calculus, automated deduction and its applications, problem solving and planning, and introduction to machine learning. Required course work includes the creation of working programs that solve problems, reason logically, and/or improve their own performance using techniques presented in the course.",Spring 2025,1100,1420,Monday,[]
40721,"Silicon Valley, CA",Foundations of Artificial Intelligence,CS5100,"Saad, Nadim","Introduces the fundamental problems, theories, and algorithms of the artificial intelligence field. Topics include heuristic search and game trees, knowledge representation using predicate calculus, automated deduction and its applications, problem solving and planning, and introduction to machine learning. Required course work includes the creation of working programs that solve problems, reason logically, and/or improve their own performance using techniques presented in the course. Section information text: Section meets Monday in room 1045 & Thursday in room 1010/1011",Spring 2025,1100,1240,Thursday,[]
40722,"Silicon Valley, CA",Foundations of Artificial Intelligence,CS5100,"Saad, Nadim","Introduces the fundamental problems, theories, and algorithms of the artificial intelligence field. Topics include heuristic search and game trees, knowledge representation using predicate calculus, automated deduction and its applications, problem solving and planning, and introduction to machine learning. Required course work includes the creation of working programs that solve problems, reason logically, and/or improve their own performance using techniques presented in the course.",Spring 2025,0900,1040,"Monday, Thursday",[]
40929,"Seattle, WA",Foundations of Artificial Intelligence,CS5100,"Veliz, Oscar","Introduces the fundamental problems, theories, and algorithms of the artificial intelligence field. Topics include heuristic search and game trees, knowledge representation using predicate calculus, automated deduction and its applications, problem solving and planning, and introduction to machine learning. Required course work includes the creation of working programs that solve problems, reason logically, and/or improve their own performance using techniques presented in the course.",Spring 2025,1000,1320,Friday,[]
40233,Boston,Game Artificial Intelligence,CS5150,"Isla, Damian","Offers an overview of classical and modern approaches to artificial intelligence in digital games. Focuses on the creation of believable agents and environments with the goal of providing a fun and engaging experience to a player. Covers player modeling, procedural content generation, behavior trees, interactive narrative, decision-making systems, cognitive modeling, and path planning. Explores different approaches for behavior generation, including learning and rule-based systems. Requires students to complete several individual assignments in these areas to apply the concepts covered in class. Students choose a group final project, which requires a report, to explore one aspect of artificial intelligence for games in further depth. Offers students an opportunity to learn team management and communication. Requires knowledge of algorithms and experience with object-oriented design or functional programming.",Spring 2025,1800,2120,Wednesday,[]
37052,Boston,Artificial Intelligence for Human-Computer Interaction,CS5170,"Marsella, Stacy","Offers an overview of the wide range of AI techniques that exploit knowledge of the domain and humans to facilitate interaction between humans and systems, mediate human-human interaction, leverage humans to improve system performance, and promote beneficial outcomes at the social and individual level. Topics can include AI/human computation, plan and activity recognition, smart sensing/homes, active learning, preference elicitation, intelligent/adaptive user interfaces, and mixed human-agent simulations. Studies how to design and develop intelligent interaction technologies while also critically assessing their social and ethical impact.",Spring 2025,1145,1325,"Monday, Thursday","[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5100'}, {'and_or': 'And', 'subject': 'Computer Science', 'course_number': '5800'}, {'and_or': 'And', 'subject': 'Computer Science', 'course_number': '6140'}]"
37053,Boston,Reinforcement Learning and Sequential Decision Making,CS5180,"Platt, Robert","Introduces reinforcement learning and the underlying computational frameworks and the Markov decision process framework. Covers a variety of reinforcement learning algorithms, including model-based, model-free, value function, policy gradient, actor-critic, and Monte Carlo methods. Examines commonly used representations including deep learning representations and approaches to partially observable problems. Students are expected to have a working knowledge of probability and linear algebra, to complete programming assignments, and to complete a course project that applies some form of reinforcement learning to a problem of interest.",Spring 2025,1525,1705,"Tuesday, Friday",[]
31010,Boston,Database Management Systems,CS5200,"Durant, Kathleen","Introduces relational database management systems as a class of software systems. Prepares students to be sophisticated users of database management systems. Covers design theory, query language, and performance/tuning issues. Topics include relational algebra, SQL, stored procedures, user-defined functions, cursors, embedded SQL programs, client-server interfaces, entity-relationship diagrams, normalization, B-trees, concurrency, transactions, database security, constraints, object-relational DBMSs, and specialized engines such as spatial, text, XML conversion, and time series. Includes exercises using a commercial relational or object-relational database management system.",Spring 2025,0915,1020,"Monday, Wednesday, Thursday",[]
34334,Boston,Database Management Systems,CS5200,"Durant, Kathleen","Introduces relational database management systems as a class of software systems. Prepares students to be sophisticated users of database management systems. Covers design theory, query language, and performance/tuning issues. Topics include relational algebra, SQL, stored procedures, user-defined functions, cursors, embedded SQL programs, client-server interfaces, entity-relationship diagrams, normalization, B-trees, concurrency, transactions, database security, constraints, object-relational DBMSs, and specialized engines such as spatial, text, XML conversion, and time series. Includes exercises using a commercial relational or object-relational database management system.",Spring 2025,1030,1135,"Monday, Wednesday, Thursday",[]
35648,Boston,Database Management Systems,CS5200,"Durant, Kathleen","Introduces relational database management systems as a class of software systems. Prepares students to be sophisticated users of database management systems. Covers design theory, query language, and performance/tuning issues. Topics include relational algebra, SQL, stored procedures, user-defined functions, cursors, embedded SQL programs, client-server interfaces, entity-relationship diagrams, normalization, B-trees, concurrency, transactions, database security, constraints, object-relational DBMSs, and specialized engines such as spatial, text, XML conversion, and time series. Includes exercises using a commercial relational or object-relational database management system.",Spring 2025,1335,1440,"Monday, Wednesday, Thursday",[]
37145,Online,Database Management Systems,CS5200,"Schedlbauer, Martin","Introduces relational database management systems as a class of software systems. Prepares students to be sophisticated users of database management systems. Covers design theory, query language, and performance/tuning issues. Topics include relational algebra, SQL, stored procedures, user-defined functions, cursors, embedded SQL programs, client-server interfaces, entity-relationship diagrams, normalization, B-trees, concurrency, transactions, database security, constraints, object-relational DBMSs, and specialized engines such as spatial, text, XML conversion, and time series. Includes exercises using a commercial relational or object-relational database management system.",Spring 2025,,,,[]
40632,"Seattle, WA",Database Management Systems,CS5200,"Cobbe, Richard","Introduces relational database management systems as a class of software systems. Prepares students to be sophisticated users of database management systems. Covers design theory, query language, and performance/tuning issues. Topics include relational algebra, SQL, stored procedures, user-defined functions, cursors, embedded SQL programs, client-server interfaces, entity-relationship diagrams, normalization, B-trees, concurrency, transactions, database security, constraints, object-relational DBMSs, and specialized engines such as spatial, text, XML conversion, and time series. Includes exercises using a commercial relational or object-relational database management system.",Spring 2025,1000,1320,Thursday,[]
40633,"Seattle, WA",Database Management Systems,CS5200,"Cobbe, Richard","Introduces relational database management systems as a class of software systems. Prepares students to be sophisticated users of database management systems. Covers design theory, query language, and performance/tuning issues. Topics include relational algebra, SQL, stored procedures, user-defined functions, cursors, embedded SQL programs, client-server interfaces, entity-relationship diagrams, normalization, B-trees, concurrency, transactions, database security, constraints, object-relational DBMSs, and specialized engines such as spatial, text, XML conversion, and time series. Includes exercises using a commercial relational or object-relational database management system.",Spring 2025,1000,1320,Friday,[]
40634,"Seattle, WA",Database Management Systems,CS5200,"Chhay, Bruce","Introduces relational database management systems as a class of software systems. Prepares students to be sophisticated users of database management systems. Covers design theory, query language, and performance/tuning issues. Topics include relational algebra, SQL, stored procedures, user-defined functions, cursors, embedded SQL programs, client-server interfaces, entity-relationship diagrams, normalization, B-trees, concurrency, transactions, database security, constraints, object-relational DBMSs, and specialized engines such as spatial, text, XML conversion, and time series. Includes exercises using a commercial relational or object-relational database management system.",Spring 2025,1830,2150,Thursday,[]
40723,"Silicon Valley, CA",Database Management Systems,CS5200,"Lee, Jeongkyu","Introduces relational database management systems as a class of software systems. Prepares students to be sophisticated users of database management systems. Covers design theory, query language, and performance/tuning issues. Topics include relational algebra, SQL, stored procedures, user-defined functions, cursors, embedded SQL programs, client-server interfaces, entity-relationship diagrams, normalization, B-trees, concurrency, transactions, database security, constraints, object-relational DBMSs, and specialized engines such as spatial, text, XML conversion, and time series. Includes exercises using a commercial relational or object-relational database management system.",Spring 2025,1500,1820,Monday,[]
40724,"Silicon Valley, CA",Database Management Systems,CS5200,"Amjad, Tehmina","Introduces relational database management systems as a class of software systems. Prepares students to be sophisticated users of database management systems. Covers design theory, query language, and performance/tuning issues. Topics include relational algebra, SQL, stored procedures, user-defined functions, cursors, embedded SQL programs, client-server interfaces, entity-relationship diagrams, normalization, B-trees, concurrency, transactions, database security, constraints, object-relational DBMSs, and specialized engines such as spatial, text, XML conversion, and time series. Includes exercises using a commercial relational or object-relational database management system.",Spring 2025,1100,1240,"Tuesday, Thursday",[]
40725,"Vancouver, Canada",Database Management Systems,CS5200,"Imran, Hazra","Introduces relational database management systems as a class of software systems. Prepares students to be sophisticated users of database management systems. Covers design theory, query language, and performance/tuning issues. Topics include relational algebra, SQL, stored procedures, user-defined functions, cursors, embedded SQL programs, client-server interfaces, entity-relationship diagrams, normalization, B-trees, concurrency, transactions, database security, constraints, object-relational DBMSs, and specialized engines such as spatial, text, XML conversion, and time series. Includes exercises using a commercial relational or object-relational database management system.",Spring 2025,1515,1715,Wednesday,[]
41537,"Miami, FL",Database Management Systems,CS5200,"Derbinsky, Nathaniel","Introduces relational database management systems as a class of software systems. Prepares students to be sophisticated users of database management systems. Covers design theory, query language, and performance/tuning issues. Topics include relational algebra, SQL, stored procedures, user-defined functions, cursors, embedded SQL programs, client-server interfaces, entity-relationship diagrams, normalization, B-trees, concurrency, transactions, database security, constraints, object-relational DBMSs, and specialized engines such as spatial, text, XML conversion, and time series. Includes exercises using a commercial relational or object-relational database management system.",Spring 2025,1300,1620,Thursday,[]
41446,"Oakland, CA",Database Management Systems,CS5200,"Monge, Alvaro","Introduces relational database management systems as a class of software systems. Prepares students to be sophisticated users of database management systems. Covers design theory, query language, and performance/tuning issues. Topics include relational algebra, SQL, stored procedures, user-defined functions, cursors, embedded SQL programs, client-server interfaces, entity-relationship diagrams, normalization, B-trees, concurrency, transactions, database security, constraints, object-relational DBMSs, and specialized engines such as spatial, text, XML conversion, and time series. Includes exercises using a commercial relational or object-relational database management system.",Spring 2025,1500,1640,"Tuesday, Thursday",[]
33274,Boston,Computer Graphics,CS5310,"Shesh, Amit","Introduces the fundamentals of two-dimensional and three-dimensional computer graphics, with an emphasis on approaches for obtaining realistic images. Covers two-dimensional algorithms for drawing lines and curves, anti-aliasing, filling, and clipping. Studies rendering of three-dimensional scenes composed of spheres, polygons, quadric surfaces, and bi-cubic surfaces using ray-tracing and radiosity. Includes techniques for adding texture to surfaces using texture and bump maps, noise, and turbulence. Requires knowledge of linear algebra.",Spring 2025,1525,1705,"Tuesday, Friday","[{'and_or': '', 'subject': 'Mathematics', 'course_number': '2331'}, {'and_or': 'Or', 'subject': '', 'course_number': ''}]"
40727,"Silicon Valley, CA",Computer Graphics,CS5310,"Chen, Crane","Introduces the fundamentals of two-dimensional and three-dimensional computer graphics, with an emphasis on approaches for obtaining realistic images. Covers two-dimensional algorithms for drawing lines and curves, anti-aliasing, filling, and clipping. Studies rendering of three-dimensional scenes composed of spheres, polygons, quadric surfaces, and bi-cubic surfaces using ray-tracing and radiosity. Includes techniques for adding texture to surfaces using texture and bump maps, noise, and turbulence. Requires knowledge of linear algebra.",Spring 2025,1300,1440,"Wednesday, Friday","[{'and_or': '', 'subject': 'Mathematics', 'course_number': '2331'}, {'and_or': 'Or', 'subject': '', 'course_number': ''}]"
34348,Online,Pattern Recognition and Computer Vision,CS5330,"Maxwell, Bruce","Introduces fundamental techniques for low-level and high-level computer vision. Examines image formation, early processing, boundary detection, image segmentation, texture analysis, shape from shading, photometric stereo, motion analysis via optic flow, object modeling, shape description, and object recognition (classification). Discusses models of human vision (gestalt effects, texture perception, subjective contours, visual illusions, apparent motion, mental rotations, and cyclopean vision). Requires knowledge of linear algebra. Section information text: Section meets W 5:00 pm - 8:20 pm ET/ W 2:00 pm - 5:20 pm PT",Spring 2025,1700,2020,Wednesday,"[{'and_or': '', 'subject': 'Mathematics', 'course_number': '2331'}, {'and_or': 'Or', 'subject': '', 'course_number': ''}]"
40728,"Vancouver, Canada",Pattern Recognition and Computer Vision,CS5330,"Coria Mendoza, Lino","Introduces fundamental techniques for low-level and high-level computer vision. Examines image formation, early processing, boundary detection, image segmentation, texture analysis, shape from shading, photometric stereo, motion analysis via optic flow, object modeling, shape description, and object recognition (classification). Discusses models of human vision (gestalt effects, texture perception, subjective contours, visual illusions, apparent motion, mental rotations, and cyclopean vision). Requires knowledge of linear algebra.",Spring 2025,1515,1715,Friday,"[{'and_or': '', 'subject': 'Mathematics', 'course_number': '2331'}, {'and_or': 'Or', 'subject': '', 'course_number': ''}]"
35460,Boston,Robotic Science and Systems,CS5335,"Tan, Xiang Zhi","Introduces autonomous mobile robots with a focus on algorithms and software development, including closed-loop control, robot software architecture, wheeled locomotion and navigation, tactile and basic visual sensing, obstacle detection and avoidance, and grasping and manipulation of objects. Offers students an opportunity to progressively construct mobile robots from a predesigned electromechanical kit. The robots are controlled wirelessly by software of the students&#8217; own design, built within a provided robotics software framework. Culminates in a project that connects the algorithms and hardware developed in the course with a selected topic in the current robotics research literature.",Spring 2025,1450,1630,"Monday, Wednesday",[]
40729,"Vancouver, Canada",Robotic Science and Systems,CS5335,"Thomas, Jack","Introduces autonomous mobile robots with a focus on algorithms and software development, including closed-loop control, robot software architecture, wheeled locomotion and navigation, tactile and basic visual sensing, obstacle detection and avoidance, and grasping and manipulation of objects. Offers students an opportunity to progressively construct mobile robots from a predesigned electromechanical kit. The robots are controlled wirelessly by software of the students&#8217; own design, built within a provided robotics software framework. Culminates in a project that connects the algorithms and hardware developed in the course with a selected topic in the current robotics research literature.",Spring 2025,1300,1500,Wednesday,[]
32301,Boston,Computer/Human Interaction,CS5340,"To, Alexandra","Covers the principles of human-computer interaction and the design and evaluation of user interfaces. Topics include an overview of human information processing subsystems (perception, memory, attention, and problem solving); how the properties of these systems affect the design of user interfaces; the principles, guidelines, and specification languages for designing good user interfaces, with emphasis on tool kits and libraries of standard graphical user interface objects; and a variety of interface evaluation methodologies that can be used to measure the usability of software. Other topics may include World Wide Web design principles and tools, computer-supported cooperative work, multimodal and “next generation” interfaces, speech and natural language interfaces, and virtual reality interfaces. Course work includes both the creation and implementation of original user interface designs, and the evaluation of user interfaces created by others. Requires knowledge of C programming language/UNIX.",Spring 2025,1525,1705,"Tuesday, Friday",[]
37675,Boston,Computer/Human Interaction,CS5340,"Savage, Saiph","Covers the principles of human-computer interaction and the design and evaluation of user interfaces. Topics include an overview of human information processing subsystems (perception, memory, attention, and problem solving); how the properties of these systems affect the design of user interfaces; the principles, guidelines, and specification languages for designing good user interfaces, with emphasis on tool kits and libraries of standard graphical user interface objects; and a variety of interface evaluation methodologies that can be used to measure the usability of software. Other topics may include World Wide Web design principles and tools, computer-supported cooperative work, multimodal and “next generation” interfaces, speech and natural language interfaces, and virtual reality interfaces. Course work includes both the creation and implementation of original user interface designs, and the evaluation of user interfaces created by others. Requires knowledge of C programming language/UNIX.",Spring 2025,1800,2120,Thursday,[]
40635,"Seattle, WA",Computer/Human Interaction,CS5340,"Geeng, Chris","Covers the principles of human-computer interaction and the design and evaluation of user interfaces. Topics include an overview of human information processing subsystems (perception, memory, attention, and problem solving); how the properties of these systems affect the design of user interfaces; the principles, guidelines, and specification languages for designing good user interfaces, with emphasis on tool kits and libraries of standard graphical user interface objects; and a variety of interface evaluation methodologies that can be used to measure the usability of software. Other topics may include World Wide Web design principles and tools, computer-supported cooperative work, multimodal and “next generation” interfaces, speech and natural language interfaces, and virtual reality interfaces. Course work includes both the creation and implementation of original user interface designs, and the evaluation of user interfaces created by others. Requires knowledge of C programming language/UNIX.",Spring 2025,1400,1720,Thursday,[]
40730,"Silicon Valley, CA",Computer/Human Interaction,CS5340,"Bayat, Akram","Covers the principles of human-computer interaction and the design and evaluation of user interfaces. Topics include an overview of human information processing subsystems (perception, memory, attention, and problem solving); how the properties of these systems affect the design of user interfaces; the principles, guidelines, and specification languages for designing good user interfaces, with emphasis on tool kits and libraries of standard graphical user interface objects; and a variety of interface evaluation methodologies that can be used to measure the usability of software. Other topics may include World Wide Web design principles and tools, computer-supported cooperative work, multimodal and “next generation” interfaces, speech and natural language interfaces, and virtual reality interfaces. Course work includes both the creation and implementation of original user interface designs, and the evaluation of user interfaces created by others. Requires knowledge of C programming language/UNIX.",Spring 2025,0900,1220,Wednesday,[]
40565,"Portland, Maine",Foundations of Software Engineering,CS5500,"Cantrell, Gary","Covers the foundations of software engineering, including software development life cycle models (e.g., waterfall, spiral, agile); requirements analysis; user-centered design; software design principles and patterns; testing (functional testing, structural testing, testing strategies); code refactoring and debugging; software architecture and design; and integration and deployment. Includes a course project where some of the software engineering methods (from requirements analysis to testing) are applied in a team-based setting. Requires admission to MS program or completion of all transition courses.",Spring 2025,1300,1620,Monday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5010'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5004'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5010'}]"
40636,"Seattle, WA",Foundations of Software Engineering,CS5500,"Bonicillo, Mark","Covers the foundations of software engineering, including software development life cycle models (e.g., waterfall, spiral, agile); requirements analysis; user-centered design; software design principles and patterns; testing (functional testing, structural testing, testing strategies); code refactoring and debugging; software architecture and design; and integration and deployment. Includes a course project where some of the software engineering methods (from requirements analysis to testing) are applied in a team-based setting. Requires admission to MS program or completion of all transition courses.",Spring 2025,1800,2120,Wednesday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5010'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5004'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5010'}]"
40637,"Seattle, WA",Foundations of Software Engineering,CS5500,"Lash, Alexander","Covers the foundations of software engineering, including software development life cycle models (e.g., waterfall, spiral, agile); requirements analysis; user-centered design; software design principles and patterns; testing (functional testing, structural testing, testing strategies); code refactoring and debugging; software architecture and design; and integration and deployment. Includes a course project where some of the software engineering methods (from requirements analysis to testing) are applied in a team-based setting. Requires admission to MS program or completion of all transition courses.",Spring 2025,1300,1620,,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5010'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5004'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5010'}]"
40731,"Silicon Valley, CA",Foundations of Software Engineering,CS5500,"Mathapathi, Shivakumar","Covers the foundations of software engineering, including software development life cycle models (e.g., waterfall, spiral, agile); requirements analysis; user-centered design; software design principles and patterns; testing (functional testing, structural testing, testing strategies); code refactoring and debugging; software architecture and design; and integration and deployment. Includes a course project where some of the software engineering methods (from requirements analysis to testing) are applied in a team-based setting. Requires admission to MS program or completion of all transition courses.",Spring 2025,1500,1820,Friday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5010'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5004'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5010'}]"
40732,"Vancouver, Canada",Foundations of Software Engineering,CS5500,"Rajabi, Parsa","Covers the foundations of software engineering, including software development life cycle models (e.g., waterfall, spiral, agile); requirements analysis; user-centered design; software design principles and patterns; testing (functional testing, structural testing, testing strategies); code refactoring and debugging; software architecture and design; and integration and deployment. Includes a course project where some of the software engineering methods (from requirements analysis to testing) are applied in a team-based setting. Requires admission to MS program or completion of all transition courses.",Spring 2025,1300,1500,,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5010'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5004'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5010'}]"
41263,Boston,Computer/Human Interaction,CS5340,"Hofmann, Megan","Covers the principles of human-computer interaction and the design and evaluation of user interfaces. Topics include an overview of human information processing subsystems (perception, memory, attention, and problem solving); how the properties of these systems affect the design of user interfaces; the principles, guidelines, and specification languages for designing good user interfaces, with emphasis on tool kits and libraries of standard graphical user interface objects; and a variety of interface evaluation methodologies that can be used to measure the usability of software. Other topics may include World Wide Web design principles and tools, computer-supported cooperative work, multimodal and “next generation” interfaces, speech and natural language interfaces, and virtual reality interfaces. Course work includes both the creation and implementation of original user interface designs, and the evaluation of user interfaces created by others. Requires knowledge of C programming language/UNIX.",Spring 2025,1450,1630,Thursday,[]
30630,Boston,Principles of Programming Language,CS5400,"Holtzen, Steven","Studies the basic components of programming languages, specification of syntax and semantics, and description and implementation of programming language features. Discusses examples from a variety of languages.",Spring 2025,1450,1630,"Monday, Wednesday","[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5010'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5004'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5010'}]"
37055,Boston,Principles of Programming Language,CS5400,"Barzilay, Eliyahu","Studies the basic components of programming languages, specification of syntax and semantics, and description and implementation of programming language features. Discusses examples from a variety of languages.",Spring 2025,1800,2120,Tuesday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5010'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5004'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5010'}]"
30691,Boston,Foundations of Software Engineering,CS5500,"Mitra, Joydeep","Covers the foundations of software engineering, including software development life cycle models (e.g., waterfall, spiral, agile); requirements analysis; user-centered design; software design principles and patterns; testing (functional testing, structural testing, testing strategies); code refactoring and debugging; software architecture and design; and integration and deployment. Includes a course project where some of the software engineering methods (from requirements analysis to testing) are applied in a team-based setting. Requires admission to MS program or completion of all transition courses.",Spring 2025,1145,1325,"Monday, Thursday","[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5010'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5004'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5010'}]"
37639,Boston,Foundations of Software Engineering,CS5500,"Mitra, Joydeep","Covers the foundations of software engineering, including software development life cycle models (e.g., waterfall, spiral, agile); requirements analysis; user-centered design; software design principles and patterns; testing (functional testing, structural testing, testing strategies); code refactoring and debugging; software architecture and design; and integration and deployment. Includes a course project where some of the software engineering methods (from requirements analysis to testing) are applied in a team-based setting. Requires admission to MS program or completion of all transition courses.",Spring 2025,1335,1515,"Tuesday, Friday","[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5010'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5004'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5010'}]"
34315,Online,Mobile Application Development,CS5520,"Feinberg, Daniel","Focuses on mobile application development on a mobile phone or related platform. Discusses memory management; user interface building, including both MVC principles and specific tools; touch events; data handling, including core data, SQL, XML, and JSON; network techniques and URL loading; and, finally, specifics such as GPS and motion sensing that may be dependent on the particular mobile platform. Students are expected to work on a project that produces a professional-quality mobile application and to demonstrate the application that they have developed. The instructor chooses a modern mobile platform to be used in the course.",Spring 2025,,,,[]
